NAME,DATE,PRCP,AWND,PGTM,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT08,State,Year,Value,High Wind,Flood,Heat,Strong Wind,Excessive Heat,Cold/Wind Chill
"YORK AIRPORT, PA US",4/10/2009,0,4.25,1310,68,45,280,280,15,23.9,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",5/10/2009,0,5.14,923,67,41,300,90,16.1,23.9,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",6/10/2009,0,2.68,2253,67,37,150,200,10.1,18.1,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",7/10/2009,0.03,12.75,823,66,47,290,270,25.9,40,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",8/10/2009,0,4.7,1036,67,47,300,250,12.1,17,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",9/10/2009,0.21,2.68,2122,80,55,310,300,16.1,23,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",10/10/2009,0.01,5.82,1256,66,40,320,340,19.9,28,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",11/10/2009,0,3.58,1131,63,36,310,270,12.1,18.1,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",12/10/2009,0,2.01,1550,53,36,100,100,8.1,10.1,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",13/10/2009,0,5.37,1418,64,43,300,310,17,23.9,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",14/10/2009,0,1.79,1053,49,32,30,70,8.1,12.1,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",15/10/2009,0.85,6.93,1422,44,38,70,80,15,18.1,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",16/10/2009,0.62,4.92,203,41,37,40,20,10.1,14.1,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",17/10/2009,0.97,7.61,836,43,40,40,10,13,17,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",18/10/2009,0.37,7.61,1304,54,33,360,10,17,25.1,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",19/10/2009,0,2.91,1325,56,28,320,300,13,17,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",20/10/2009,0,2.01,1034,69,31,250,250,12.1,16.1,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",21/10/2009,0,1.57,1414,74,37,300,200,8.1,12.1,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",22/10/2009,0,2.24,1347,76,43,260,280,15,21,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",23/10/2009,0.52,6.26,1229,65,47,130,130,18.1,25.1,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",24/10/2009,0.42,7.83,1006,75,54,200,190,21,32,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",25/10/2009,0,3.58,42,61,37,300,300,18.1,25.1,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",26/10/2009,0,1.79,1426,62,34,100,100,8.1,10.1,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",27/10/2009,0.75,2.68,2210,54,44,80,70,8.9,13,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",28/10/2009,0.51,3.36,1422,66,54,290,290,8.9,15,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",29/10/2009,0,3.58,2156,58,53,150,150,8.9,12.1,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",30/10/2009,0,5.14,1303,56,50,150,150,13,17,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",31/10/2009,0.08,8.28,907,70,53,190,190,23,38.9,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",1/11/2009,0.25,2.46,1534,56,37,10,330,8.9,14.1,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",2/11/2009,0,1.12,1257,57,36,40,50,8.1,12.1,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",3/11/2009,0,5.37,1432,62,33,310,310,18.1,25.9,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",4/11/2009,0,1.79,1344,51,27,200,200,8.1,12.1,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",5/11/2009,0,3.8,1644,51,29,300,300,17,23,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",6/11/2009,0,5.37,1258,48,23,300,300,16.1,23,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",7/11/2009,0,2.46,1027,58,22,200,200,13,21,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",8/11/2009,0,0.45,1248,69,31,300,340,6.9,8.9,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",9/11/2009,0,0.89,1418,71,34,220,220,12.1,16.1,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",10/11/2009,0,2.46,2243,65,44,350,350,8.9,12.1,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",11/11/2009,0.19,5.82,2347,52,46,60,50,15,21,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",12/11/2009,0.01,11.41,1318,52,43,40,30,21,29.1,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",13/11/2009,0.04,9.84,1524,58,49,40,70,19.9,25.1,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",14/11/2009,0.15,4.47,55,57,51,40,60,16.1,23.9,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",15/11/2009,0.01,2.24,1139,71,41,340,350,10.1,14.1,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",16/11/2009,0,2.68,1117,60,38,360,10,13,15,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",17/11/2009,0,1.79,1025,57,33,40,60,8.9,14.1,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",18/11/2009,0,4.7,1430,58,30,100,100,13,17,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",19/11/2009,0.44,5.14,2033,59,48,280,280,13,19.9,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",20/11/2009,0.01,4.92,1332,55,33,290,290,17,23.9,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",21/11/2009,0,2.24,1413,57,32,310,310,14.1,18.1,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",22/11/2009,0,2.01,1335,55,29,50,60,10.1,15,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",23/11/2009,0.07,5.82,1916,50,36,70,50,12.1,16.1,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",24/11/2009,0.43,2.24,41,50,45,60,50,8.1,8.9,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",25/11/2009,0.13,2.01,1241,53,42,150,140,14.1,18.1,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",26/11/2009,0.1,2.24,2214,50,43,310,310,17,21.9,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",27/11/2009,0.01,12.97,1354,48,38,300,300,25.1,36.9,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",28/11/2009,0,9.17,441,49,28,300,300,23,31.1,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",29/11/2009,0,4.92,1220,65,26,250,240,16.1,23.9,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",30/11/2009,0.13,6.26,804,59,37,300,230,15,21.9,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",1/12/2009,0,5.37,941,52,29,230,250,15,23,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",2/12/2009,0.49,4.7,2032,57,26,140,150,21,32,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",3/12/2009,0.16,8.28,410,60,42,240,240,29.1,44.1,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",4/12/2009,0,2.46,116,48,29,290,290,12.1,16.1,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",5/12/2009,0.26,4.7,2001,39,28,310,320,13,17,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",6/12/2009,0,3.36,1226,36,23,290,300,12.1,16.1,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",7/12/2009,0,3.36,1202,38,23,200,200,13,17,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",8/12/2009,0.22,4.25,2222,41,28,140,140,17,23,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",9/12/2009,1.19,7.16,2310,51,32,280,250,21,31.1,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",10/12/2009,0,13.42,2137,42,22,280,270,23.9,32,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",11/12/2009,0,10.51,1444,32,19,280,260,23,32,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",12/12/2009,0,4.92,1011,40,23,280,280,13,17,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",13/12/2009,0.61,0.67,311,36,30,180,190,8.1,15,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",14/12/2009,0,2.46,1516,50,33,150,150,12.1,17,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",15/12/2009,0,4.03,2318,47,36,300,310,16.1,23,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",16/12/2009,0,11.86,41,37,25,300,310,19.9,25.9,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",17/12/2009,0,5.82,22,34,18,320,310,16.1,21.9,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",18/12/2009,0,2.01,1751,33,16,80,70,8.9,12.1,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",19/12/2009,0.77,8.5,1150,30,20,20,10,16.1,23,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",20/12/2009,0.02,8.5,1034,33,17,310,300,18.1,25.1,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",21/12/2009,0,6.93,1619,36,19,300,300,14.1,19.9,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",22/12/2009,0,5.82,1436,36,14,290,300,16.1,21.9,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",23/12/2009,0,2.68,1449,33,-2,300,310,8.9,13,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",24/12/2009,0,1.34,319,34,2,320,310,8.9,10.1,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",25/12/2009,0.19,4.92,2358,40,5,90,70,16.1,21,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",26/12/2009,0.49,7.61,43,49,36,100,80,19.9,29.1,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",27/12/2009,0,3.58,1225,46,24,280,250,15,23,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",28/12/2009,0,11.41,1405,40,29,290,300,21,30,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",29/12/2009,0,14.99,830,31,13,310,310,33.1,47,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",30/12/2009,0,2.01,1820,31,13,190,190,8.1,12.1,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",31/12/2009,0.26,0.45,18,32,26,100,150,8.1,10.1,1,1,1,1,PENNSYLVANIA,2009,"24,300",0,0,0,0,0,0
"YORK AIRPORT, PA US",1/1/2010,0,4.25,1839,39,27,290,290,17,25.9,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",2/1/2010,0,15.66,1326,27,17,300,290,30,42.9,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",3/1/2010,0,17.67,1126,24,15,290,280,30,40,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",4/1/2010,0,10.96,1210,29,21,310,310,18.1,25.9,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",5/1/2010,0,10.29,1434,31,23,300,290,18.1,25.1,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",6/1/2010,0,11.86,1508,35,25,300,290,21.9,31.1,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",7/1/2010,0.02,5.82,135,35,20,310,300,17,21.9,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",8/1/2010,0.04,7.38,1224,28,8,290,290,21,30,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",9/1/2010,0,8.72,512,30,10,310,310,18.1,23.9,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",10/1/2010,0,6.93,1203,29,6,300,320,15,19.9,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",11/1/2010,0,4.03,1752,33,11,250,230,12.1,18.1,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",12/1/2010,0,8.72,1626,33,23,300,310,15,21,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",13/1/2010,0,4.7,1555,39,17,270,240,12.1,16.1,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",14/1/2010,0,1.12,1436,50,15,250,250,10.1,16.1,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",15/1/2010,0,4.03,1415,53,21,290,290,18.1,23.9,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",16/1/2010,0,2.46,1110,53,27,240,250,14.1,19.9,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",17/1/2010,0.9,5.59,1353,40,29,60,60,14.1,18.1,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",18/1/2010,0,5.37,1414,52,26,320,320,14.1,17,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",19/1/2010,0,2.01,1502,48,24,270,280,16.1,21.9,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",20/1/2010,0,3.13,1428,42,19,360,360,14.1,16.1,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",21/1/2010,0,2.91,1252,41,18,100,110,10.1,14.1,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",22/1/2010,0,3.8,1412,41,28,360,20,10.1,14.1,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",23/1/2010,0,2.24,2311,44,18,150,150,10.1,15,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",24/1/2010,0.39,4.47,2215,54,30,150,140,19.9,30,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",25/1/2010,0.37,9.62,1300,61,39,280,270,23.9,32,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",26/1/2010,0,8.95,2051,41,28,290,290,19.9,25.9,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",27/1/2010,0,5.37,1306,39,22,240,260,16.1,21.9,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",28/1/2010,0,9.62,1239,44,18,280,280,29.1,38,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",29/1/2010,0,8.28,2356,23,11,300,310,17,23,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",30/1/2010,0,7.38,1846,19,16,360,360,15,19.9,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",31/1/2010,0,6.93,2341,32,9,250,240,13,18.1,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",1/2/2010,0,4.7,1407,35,12,270,290,14.1,19.9,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",2/2/2010,0.1,3.36,1816,34,15,130,140,10.1,14.1,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",3/2/2010,0.02,4.92,2208,38,20,300,300,16.1,21,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",4/2/2010,0,3.58,46,39,17,310,310,12.1,16.1,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",5/2/2010,0.1,3.58,2310,37,24,70,70,18.1,23,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",6/2/2010,0.38,11.18,546,29,12,50,50,21,32,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",7/2/2010,0,5.59,1011,31,-2,310,320,14.1,21,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",8/2/2010,0,7.38,1114,33,6,310,310,17,21.9,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",9/2/2010,0.58,0.89,2226,33,-4,130,140,6.9,8.9,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",10/2/2010,0.6,13.2,2017,28,20,310,310,25.1,33.1,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",11/2/2010,0,12.08,1056,34,17,300,310,23,30,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",12/2/2010,0,5.14,1036,35,5,310,310,14.1,18.1,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",13/2/2010,0,7.38,1601,29,12,290,290,17,25.9,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",14/2/2010,0,9.4,1656,35,14,280,270,18.1,25.1,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",15/2/2010,0.06,2.68,1450,35,0,150,200,10.1,16.1,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",16/2/2010,0,8.28,1412,33,20,280,280,21.9,28,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",17/2/2010,0,8.95,1700,33,13,290,290,18.1,25.1,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",18/2/2010,0,13.42,1310,40,30,290,280,23.9,32,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",19/2/2010,0,10.74,1115,41,29,290,290,23,30,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",20/2/2010,0,8.28,1148,39,24,300,290,18.1,21.9,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",21/2/2010,0,5.14,1250,45,20,280,280,10.1,15,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",22/2/2010,0.2,3.36,1642,38,18,140,140,12.1,14.1,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",23/2/2010,0.02,4.92,2143,38,32,310,320,8.1,10.1,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",24/2/2010,0,4.25,701,42,33,310,320,13,17,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",25/2/2010,0.02,12.53,2113,36,26,290,290,30,40.9,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",26/2/2010,0,16.11,608,32,24,280,280,28,40,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",27/2/2010,0,7.83,1648,39,26,290,290,15,21,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",28/2/2010,0.01,6.71,1628,40,31,10,10,18.1,23,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",1/3/2010,0,8.5,1520,42,28,300,290,17,21.9,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",2/3/2010,0.06,1.34,1545,41,25,20,30,8.1,8.9,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",3/3/2010,0.02,7.61,1057,40,34,320,360,14.1,19.9,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",4/3/2010,0,9.84,1330,42,30,300,300,17,23.9,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",5/3/2010,0,9.17,1239,46,29,350,350,19.9,25.1,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",6/3/2010,0,6.49,1546,51,22,300,300,14.1,18.1,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",7/3/2010,0,5.82,1326,55,22,300,300,14.1,19.9,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",8/3/2010,0,5.37,1244,57,21,290,290,14.1,21,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",9/3/2010,0,1.57,1617,61,24,270,220,8.1,12.1,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",10/3/2010,0,2.24,1348,63,30,140,150,14.1,17,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",11/3/2010,0,5.37,1614,65,38,140,140,18.1,23.9,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",12/3/2010,0.34,13.2,2313,53,44,70,70,23,32,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",13/3/2010,0.59,14.99,756,50,43,90,90,31.1,44.1,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",14/3/2010,0.37,6.93,2354,49,45,70,70,15,21.9,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
"YORK AIRPORT, PA US",15/3/2010,0.08,8.5,1616,47,42,350,350,15,21,1,1,1,1,PENNSYLVANIA,2010,"23,400",0,0,0,0,0,0
